nurse_id,date,ward,shift,duration_hours,week,start_time,end_time
N008,2025-06-18,A,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N009,2025-06-18,A,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N010,2025-06-18,A,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N011,2025-06-18,B,Night,8,25,0 days 00:00:00,0 days 08:00:00
N014,2025-06-18,B,Night,8,25,0 days 00:00:00,0 days 08:00:00
N030,2025-06-18,B,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N025,2025-06-18,B,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N028,2025-06-18,B,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N021,2025-06-18,B,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N011,2025-06-18,B,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N004,2025-06-18,B,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N019,2025-06-18,B,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N016,2025-06-18,B,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N005,2025-06-18,C,Night,8,25,0 days 00:00:00,0 days 08:00:00
N018,2025-06-18,C,Night,8,25,0 days 00:00:00,0 days 08:00:00
N007,2025-06-18,C,Night,8,25,0 days 00:00:00,0 days 08:00:00
N016,2025-06-18,C,Night,8,25,0 days 00:00:00,0 days 08:00:00
N029,2025-06-18,C,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N023,2025-06-18,C,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N028,2025-06-18,C,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N020,2025-06-18,C,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N026,2025-06-18,C,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N015,2025-06-18,C,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N019,2025-06-18,C,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N010,2025-06-18,C,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N024,2025-06-18,C,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N009,2025-06-18,C,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N010,2025-06-18,C,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N016,2025-06-18,C,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N018,2025-06-18,C,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N001,2025-06-18,C,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N008,2025-06-18,C,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N017,2025-06-18,C,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N011,2025-06-18,ICU,Night,8,25,0 days 00:00:00,0 days 08:00:00
N009,2025-06-18,ICU,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N018,2025-06-18,ICU,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N024,2025-06-18,ICU,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N004,2025-06-18,ICU,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N012,2025-06-19,A,Night,8,25,0 days 00:00:00,0 days 08:00:00
N030,2025-06-19,A,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N021,2025-06-19,A,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N007,2025-06-19,A,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N024,2025-06-19,A,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N014,2025-06-19,B,Night,8,25,0 days 00:00:00,0 days 08:00:00
N015,2025-06-19,B,Night,8,25,0 days 00:00:00,0 days 08:00:00
N027,2025-06-19,B,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N005,2025-06-19,B,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N017,2025-06-19,B,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N014,2025-06-19,B,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N024,2025-06-19,B,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N014,2025-06-19,B,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N029,2025-06-19,B,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N003,2025-06-19,B,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N023,2025-06-19,C,Night,8,25,0 days 00:00:00,0 days 08:00:00
N030,2025-06-19,C,Night,8,25,0 days 00:00:00,0 days 08:00:00
N027,2025-06-19,C,Night,8,25,0 days 00:00:00,0 days 08:00:00
N022,2025-06-19,C,Night,8,25,0 days 00:00:00,0 days 08:00:00
N028,2025-06-19,C,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N016,2025-06-19,C,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N006,2025-06-19,C,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N024,2025-06-19,C,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N003,2025-06-19,C,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N005,2025-06-19,C,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N023,2025-06-19,C,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N002,2025-06-19,C,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N025,2025-06-19,C,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N027,2025-06-19,C,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N010,2025-06-19,C,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N029,2025-06-19,C,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N012,2025-06-19,C,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N021,2025-06-19,C,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N026,2025-06-19,C,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N017,2025-06-19,C,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N001,2025-06-19,ICU,Night,8,25,0 days 00:00:00,0 days 08:00:00
N013,2025-06-19,ICU,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N023,2025-06-19,ICU,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N016,2025-06-19,ICU,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N027,2025-06-19,ICU,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N008,2025-06-20,A,Night,8,25,0 days 00:00:00,0 days 08:00:00
N001,2025-06-20,A,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N010,2025-06-20,A,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N001,2025-06-20,A,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N010,2025-06-20,A,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N020,2025-06-20,B,Night,8,25,0 days 00:00:00,0 days 08:00:00
N013,2025-06-20,B,Night,8,25,0 days 00:00:00,0 days 08:00:00
N010,2025-06-20,B,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N004,2025-06-20,B,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N015,2025-06-20,B,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N021,2025-06-20,B,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N003,2025-06-20,B,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N010,2025-06-20,B,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N005,2025-06-20,B,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N027,2025-06-20,B,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N009,2025-06-20,C,Night,8,25,0 days 00:00:00,0 days 08:00:00
N014,2025-06-20,C,Night,8,25,0 days 00:00:00,0 days 08:00:00
N027,2025-06-20,C,Night,8,25,0 days 00:00:00,0 days 08:00:00
N005,2025-06-20,C,Night,8,25,0 days 00:00:00,0 days 08:00:00
N001,2025-06-20,C,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N026,2025-06-20,C,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N012,2025-06-20,C,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N015,2025-06-20,C,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N013,2025-06-20,C,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N012,2025-06-20,C,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N010,2025-06-20,C,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N021,2025-06-20,C,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N022,2025-06-20,C,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N020,2025-06-20,C,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N014,2025-06-20,C,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N012,2025-06-20,C,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N022,2025-06-20,C,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N028,2025-06-20,C,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N012,2025-06-20,C,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N003,2025-06-20,C,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N005,2025-06-20,ICU,Night,8,25,0 days 00:00:00,0 days 08:00:00
N007,2025-06-20,ICU,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N021,2025-06-20,ICU,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N030,2025-06-20,ICU,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N018,2025-06-20,ICU,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N006,2025-06-21,A,Night,8,25,0 days 00:00:00,0 days 08:00:00
N003,2025-06-21,A,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N026,2025-06-21,A,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N028,2025-06-21,A,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N009,2025-06-21,A,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N017,2025-06-21,B,Night,8,25,0 days 00:00:00,0 days 08:00:00
N010,2025-06-21,B,Night,8,25,0 days 00:00:00,0 days 08:00:00
N004,2025-06-21,B,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N003,2025-06-21,B,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N007,2025-06-21,B,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N010,2025-06-21,B,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N008,2025-06-21,B,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N014,2025-06-21,B,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N018,2025-06-21,B,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N023,2025-06-21,B,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N015,2025-06-21,C,Night,8,25,0 days 00:00:00,0 days 08:00:00
N013,2025-06-21,C,Night,8,25,0 days 00:00:00,0 days 08:00:00
N024,2025-06-21,C,Night,8,25,0 days 00:00:00,0 days 08:00:00
N026,2025-06-21,C,Night,8,25,0 days 00:00:00,0 days 08:00:00
N007,2025-06-21,C,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N013,2025-06-21,C,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N024,2025-06-21,C,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N028,2025-06-21,C,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N017,2025-06-21,C,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N001,2025-06-21,C,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N011,2025-06-21,C,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N009,2025-06-21,C,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N009,2025-06-21,C,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N018,2025-06-21,C,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N012,2025-06-21,C,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N015,2025-06-21,C,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N025,2025-06-21,C,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N003,2025-06-21,C,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N004,2025-06-21,C,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N028,2025-06-21,C,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N003,2025-06-21,ICU,Night,8,25,0 days 00:00:00,0 days 08:00:00
N005,2025-06-21,ICU,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N028,2025-06-21,ICU,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N013,2025-06-21,ICU,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N015,2025-06-21,ICU,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N016,2025-06-22,A,Night,8,25,0 days 00:00:00,0 days 08:00:00
N018,2025-06-22,A,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N014,2025-06-22,A,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N004,2025-06-22,A,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N026,2025-06-22,A,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N018,2025-06-22,B,Night,8,25,0 days 00:00:00,0 days 08:00:00
N007,2025-06-22,B,Night,8,25,0 days 00:00:00,0 days 08:00:00
N007,2025-06-22,B,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N005,2025-06-22,B,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N020,2025-06-22,B,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N027,2025-06-22,B,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N016,2025-06-22,B,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N004,2025-06-22,B,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N023,2025-06-22,B,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N016,2025-06-22,B,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N028,2025-06-22,C,Night,8,25,0 days 00:00:00,0 days 08:00:00
N016,2025-06-22,C,Night,8,25,0 days 00:00:00,0 days 08:00:00
N023,2025-06-22,C,Night,8,25,0 days 00:00:00,0 days 08:00:00
N012,2025-06-22,C,Night,8,25,0 days 00:00:00,0 days 08:00:00
N003,2025-06-22,C,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N017,2025-06-22,C,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N030,2025-06-22,C,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N027,2025-06-22,C,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N013,2025-06-22,C,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N012,2025-06-22,C,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N026,2025-06-22,C,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N011,2025-06-22,C,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N020,2025-06-22,C,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N001,2025-06-22,C,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N023,2025-06-22,C,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N003,2025-06-22,C,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N013,2025-06-22,C,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N026,2025-06-22,C,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N017,2025-06-22,C,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N025,2025-06-22,C,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N009,2025-06-22,ICU,Night,8,25,0 days 00:00:00,0 days 08:00:00
N009,2025-06-22,ICU,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N026,2025-06-22,ICU,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N001,2025-06-22,ICU,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N022,2025-06-22,ICU,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N003,2025-06-23,A,Night,8,26,0 days 00:00:00,0 days 08:00:00
N021,2025-06-23,A,Flex1,4,26,0 days 08:00:00,0 days 12:00:00
N003,2025-06-23,A,Flex2,4,26,0 days 12:00:00,0 days 16:00:00
N004,2025-06-23,A,Flex3,4,26,0 days 16:00:00,0 days 20:00:00
N012,2025-06-23,A,Flex4,4,26,0 days 20:00:00,1 days 00:00:00
N024,2025-06-23,B,Night,8,26,0 days 00:00:00,0 days 08:00:00
N008,2025-06-23,B,Night,8,26,0 days 00:00:00,0 days 08:00:00
N025,2025-06-23,B,Flex1,4,26,0 days 08:00:00,0 days 12:00:00
N012,2025-06-23,B,Flex1,4,26,0 days 08:00:00,0 days 12:00:00
N021,2025-06-23,B,Flex2,4,26,0 days 12:00:00,0 days 16:00:00
N019,2025-06-23,B,Flex2,4,26,0 days 12:00:00,0 days 16:00:00
N027,2025-06-23,B,Flex3,4,26,0 days 16:00:00,0 days 20:00:00
N028,2025-06-23,B,Flex3,4,26,0 days 16:00:00,0 days 20:00:00
N028,2025-06-23,B,Flex4,4,26,0 days 20:00:00,1 days 00:00:00
N015,2025-06-23,B,Flex4,4,26,0 days 20:00:00,1 days 00:00:00
N003,2025-06-23,C,Night,8,26,0 days 00:00:00,0 days 08:00:00
N020,2025-06-23,C,Night,8,26,0 days 00:00:00,0 days 08:00:00
N011,2025-06-23,C,Night,8,26,0 days 00:00:00,0 days 08:00:00
N010,2025-06-23,C,Night,8,26,0 days 00:00:00,0 days 08:00:00
N012,2025-06-23,C,Flex1,4,26,0 days 08:00:00,0 days 12:00:00
N025,2025-06-23,C,Flex1,4,26,0 days 08:00:00,0 days 12:00:00
N029,2025-06-23,C,Flex1,4,26,0 days 08:00:00,0 days 12:00:00
N001,2025-06-23,C,Flex1,4,26,0 days 08:00:00,0 days 12:00:00
N020,2025-06-23,C,Flex2,4,26,0 days 12:00:00,0 days 16:00:00
N018,2025-06-23,C,Flex2,4,26,0 days 12:00:00,0 days 16:00:00
N011,2025-06-23,C,Flex2,4,26,0 days 12:00:00,0 days 16:00:00
N012,2025-06-23,C,Flex2,4,26,0 days 12:00:00,0 days 16:00:00
N018,2025-06-23,C,Flex3,4,26,0 days 16:00:00,0 days 20:00:00
N012,2025-06-23,C,Flex3,4,26,0 days 16:00:00,0 days 20:00:00
N027,2025-06-23,C,Flex3,4,26,0 days 16:00:00,0 days 20:00:00
N011,2025-06-23,C,Flex3,4,26,0 days 16:00:00,0 days 20:00:00
N008,2025-06-23,C,Flex4,4,26,0 days 20:00:00,1 days 00:00:00
N001,2025-06-23,C,Flex4,4,26,0 days 20:00:00,1 days 00:00:00
N026,2025-06-23,C,Flex4,4,26,0 days 20:00:00,1 days 00:00:00
N016,2025-06-23,C,Flex4,4,26,0 days 20:00:00,1 days 00:00:00
N020,2025-06-23,ICU,Night,8,26,0 days 00:00:00,0 days 08:00:00
N009,2025-06-23,ICU,Flex1,4,26,0 days 08:00:00,0 days 12:00:00
N021,2025-06-23,ICU,Flex2,4,26,0 days 12:00:00,0 days 16:00:00
N020,2025-06-23,ICU,Flex3,4,26,0 days 16:00:00,0 days 20:00:00
N015,2025-06-23,ICU,Flex4,4,26,0 days 20:00:00,1 days 00:00:00
N001,2025-06-24,A,Night,8,26,0 days 00:00:00,0 days 08:00:00
N007,2025-06-24,A,Flex1,4,26,0 days 08:00:00,0 days 12:00:00
N008,2025-06-24,A,Flex2,4,26,0 days 12:00:00,0 days 16:00:00
N026,2025-06-24,A,Flex3,4,26,0 days 16:00:00,0 days 20:00:00
N025,2025-06-24,A,Flex4,4,26,0 days 20:00:00,1 days 00:00:00
N015,2025-06-24,B,Night,8,26,0 days 00:00:00,0 days 08:00:00
N017,2025-06-24,B,Night,8,26,0 days 00:00:00,0 days 08:00:00
N027,2025-06-24,B,Flex1,4,26,0 days 08:00:00,0 days 12:00:00
N018,2025-06-24,B,Flex1,4,26,0 days 08:00:00,0 days 12:00:00
N029,2025-06-24,B,Flex2,4,26,0 days 12:00:00,0 days 16:00:00
N020,2025-06-24,B,Flex2,4,26,0 days 12:00:00,0 days 16:00:00
N011,2025-06-24,B,Flex3,4,26,0 days 16:00:00,0 days 20:00:00
N030,2025-06-24,B,Flex3,4,26,0 days 16:00:00,0 days 20:00:00
N026,2025-06-24,B,Flex4,4,26,0 days 20:00:00,1 days 00:00:00
N003,2025-06-24,B,Flex4,4,26,0 days 20:00:00,1 days 00:00:00
N020,2025-06-24,C,Night,8,26,0 days 00:00:00,0 days 08:00:00
N022,2025-06-24,C,Night,8,26,0 days 00:00:00,0 days 08:00:00
N002,2025-06-24,C,Night,8,26,0 days 00:00:00,0 days 08:00:00
N027,2025-06-24,C,Night,8,26,0 days 00:00:00,0 days 08:00:00
N005,2025-06-24,C,Flex1,4,26,0 days 08:00:00,0 days 12:00:00
N006,2025-06-24,C,Flex1,4,26,0 days 08:00:00,0 days 12:00:00
N019,2025-06-24,C,Flex1,4,26,0 days 08:00:00,0 days 12:00:00
N020,2025-06-24,C,Flex1,4,26,0 days 08:00:00,0 days 12:00:00
N008,2025-06-24,C,Flex2,4,26,0 days 12:00:00,0 days 16:00:00
N001,2025-06-24,C,Flex2,4,26,0 days 12:00:00,0 days 16:00:00
N019,2025-06-24,C,Flex2,4,26,0 days 12:00:00,0 days 16:00:00
N020,2025-06-24,C,Flex2,4,26,0 days 12:00:00,0 days 16:00:00
N009,2025-06-24,C,Flex3,4,26,0 days 16:00:00,0 days 20:00:00
N007,2025-06-24,C,Flex3,4,26,0 days 16:00:00,0 days 20:00:00
N018,2025-06-24,C,Flex3,4,26,0 days 16:00:00,0 days 20:00:00
N022,2025-06-24,C,Flex3,4,26,0 days 16:00:00,0 days 20:00:00
N005,2025-06-24,C,Flex4,4,26,0 days 20:00:00,1 days 00:00:00
N023,2025-06-24,C,Flex4,4,26,0 days 20:00:00,1 days 00:00:00
N026,2025-06-24,C,Flex4,4,26,0 days 20:00:00,1 days 00:00:00
N016,2025-06-24,C,Flex4,4,26,0 days 20:00:00,1 days 00:00:00
N024,2025-06-24,ICU,Night,8,26,0 days 00:00:00,0 days 08:00:00
N005,2025-06-24,ICU,Flex1,4,26,0 days 08:00:00,0 days 12:00:00
N027,2025-06-24,ICU,Flex2,4,26,0 days 12:00:00,0 days 16:00:00
N025,2025-06-24,ICU,Flex3,4,26,0 days 16:00:00,0 days 20:00:00
N019,2025-06-24,ICU,Flex4,4,26,0 days 20:00:00,1 days 00:00:00
N022,2025-06-25,A,Night,8,26,0 days 00:00:00,0 days 08:00:00
N015,2025-06-25,A,Flex1,4,26,0 days 08:00:00,0 days 12:00:00
N006,2025-06-25,A,Flex2,4,26,0 days 12:00:00,0 days 16:00:00
N001,2025-06-25,A,Flex3,4,26,0 days 16:00:00,0 days 20:00:00
N018,2025-06-25,A,Flex4,4,26,0 days 20:00:00,1 days 00:00:00
N018,2025-06-25,B,Night,8,26,0 days 00:00:00,0 days 08:00:00
N028,2025-06-25,B,Night,8,26,0 days 00:00:00,0 days 08:00:00
N026,2025-06-25,B,Flex1,4,26,0 days 08:00:00,0 days 12:00:00
N004,2025-06-25,B,Flex1,4,26,0 days 08:00:00,0 days 12:00:00
N029,2025-06-25,B,Flex2,4,26,0 days 12:00:00,0 days 16:00:00
N002,2025-06-25,B,Flex2,4,26,0 days 12:00:00,0 days 16:00:00
N030,2025-06-25,B,Flex3,4,26,0 days 16:00:00,0 days 20:00:00
N015,2025-06-25,B,Flex3,4,26,0 days 16:00:00,0 days 20:00:00
N001,2025-06-25,B,Flex4,4,26,0 days 20:00:00,1 days 00:00:00
N010,2025-06-25,B,Flex4,4,26,0 days 20:00:00,1 days 00:00:00
N006,2025-06-25,C,Night,8,26,0 days 00:00:00,0 days 08:00:00
N026,2025-06-25,C,Night,8,26,0 days 00:00:00,0 days 08:00:00
N007,2025-06-25,C,Night,8,26,0 days 00:00:00,0 days 08:00:00
N010,2025-06-25,C,Night,8,26,0 days 00:00:00,0 days 08:00:00
N011,2025-06-25,C,Flex1,4,26,0 days 08:00:00,0 days 12:00:00
N021,2025-06-25,C,Flex1,4,26,0 days 08:00:00,0 days 12:00:00
N010,2025-06-25,C,Flex1,4,26,0 days 08:00:00,0 days 12:00:00
N026,2025-06-25,C,Flex1,4,26,0 days 08:00:00,0 days 12:00:00
N011,2025-06-25,C,Flex2,4,26,0 days 12:00:00,0 days 16:00:00
N010,2025-06-25,C,Flex2,4,26,0 days 12:00:00,0 days 16:00:00
N008,2025-06-25,C,Flex2,4,26,0 days 12:00:00,0 days 16:00:00
N017,2025-06-25,C,Flex2,4,26,0 days 12:00:00,0 days 16:00:00
N026,2025-06-25,C,Flex3,4,26,0 days 16:00:00,0 days 20:00:00
N004,2025-06-25,C,Flex3,4,26,0 days 16:00:00,0 days 20:00:00
N019,2025-06-25,C,Flex3,4,26,0 days 16:00:00,0 days 20:00:00
N016,2025-06-25,C,Flex3,4,26,0 days 16:00:00,0 days 20:00:00
N029,2025-06-25,C,Flex4,4,26,0 days 20:00:00,1 days 00:00:00
N014,2025-06-25,C,Flex4,4,26,0 days 20:00:00,1 days 00:00:00
N005,2025-06-25,C,Flex4,4,26,0 days 20:00:00,1 days 00:00:00
N002,2025-06-25,C,Flex4,4,26,0 days 20:00:00,1 days 00:00:00
N009,2025-06-25,ICU,Night,8,26,0 days 00:00:00,0 days 08:00:00
N024,2025-06-25,ICU,Flex1,4,26,0 days 08:00:00,0 days 12:00:00
N027,2025-06-25,ICU,Flex2,4,26,0 days 12:00:00,0 days 16:00:00
N020,2025-06-25,ICU,Flex3,4,26,0 days 16:00:00,0 days 20:00:00
N008,2025-06-25,ICU,Flex4,4,26,0 days 20:00:00,1 days 00:00:00
N024,2025-06-26,A,Night,8,26,0 days 00:00:00,0 days 08:00:00
N001,2025-06-26,A,Flex1,4,26,0 days 08:00:00,0 days 12:00:00
N009,2025-06-26,A,Flex2,4,26,0 days 12:00:00,0 days 16:00:00
N014,2025-06-26,A,Flex3,4,26,0 days 16:00:00,0 days 20:00:00
N009,2025-06-26,A,Flex4,4,26,0 days 20:00:00,1 days 00:00:00
N028,2025-06-26,B,Night,8,26,0 days 00:00:00,0 days 08:00:00
N004,2025-06-26,B,Night,8,26,0 days 00:00:00,0 days 08:00:00
N022,2025-06-26,B,Flex1,4,26,0 days 08:00:00,0 days 12:00:00
N016,2025-06-26,B,Flex1,4,26,0 days 08:00:00,0 days 12:00:00
N002,2025-06-26,B,Flex2,4,26,0 days 12:00:00,0 days 16:00:00
N018,2025-06-26,B,Flex2,4,26,0 days 12:00:00,0 days 16:00:00
N020,2025-06-26,B,Flex3,4,26,0 days 16:00:00,0 days 20:00:00
N002,2025-06-26,B,Flex3,4,26,0 days 16:00:00,0 days 20:00:00
N013,2025-06-26,B,Flex4,4,26,0 days 20:00:00,1 days 00:00:00
N024,2025-06-26,B,Flex4,4,26,0 days 20:00:00,1 days 00:00:00
N030,2025-06-26,C,Night,8,26,0 days 00:00:00,0 days 08:00:00
N003,2025-06-26,C,Night,8,26,0 days 00:00:00,0 days 08:00:00
N029,2025-06-26,C,Night,8,26,0 days 00:00:00,0 days 08:00:00
N001,2025-06-26,C,Night,8,26,0 days 00:00:00,0 days 08:00:00
N026,2025-06-26,C,Flex1,4,26,0 days 08:00:00,0 days 12:00:00
N020,2025-06-26,C,Flex1,4,26,0 days 08:00:00,0 days 12:00:00
N019,2025-06-26,C,Flex1,4,26,0 days 08:00:00,0 days 12:00:00
N018,2025-06-26,C,Flex1,4,26,0 days 08:00:00,0 days 12:00:00
N001,2025-06-26,C,Flex2,4,26,0 days 12:00:00,0 days 16:00:00
