nurse_id,date,ward,shift,duration_hours,week,start_time,end_time,label,hours_last_2wks,days_since_last_shift,consecutive_work_days,day_of_week,shift_Flex1,shift_Flex2,shift_Flex3,shift_Flex4,shift_Night,ward_A,ward_B,ward_C,ward_ICU,preferred_shift,preference_match
N019,2025-07-10,C,Flex4,4,28.0,0 days 20:00:00,1 days 00:00:00,1,84,1.0,3,3,False,False,False,True,False,False,False,True,False,,0
N028,2025-07-10,ICU,Night,8,28.0,0 days 00:00:00,0 days 08:00:00,1,92,1.0,1,3,False,False,False,False,True,False,False,False,True,,0
N013,2025-07-10,ICU,Flex1,4,28.0,0 days 08:00:00,0 days 12:00:00,1,64,2.0,0,3,True,False,False,False,False,False,False,False,True,,0
N003,2025-07-10,ICU,Flex2,4,28.0,0 days 12:00:00,0 days 16:00:00,1,56,4.0,0,3,False,True,False,False,False,False,False,False,True,,0
N009,2025-07-10,ICU,Flex3,4,28.0,0 days 16:00:00,0 days 20:00:00,1,84,1.0,2,3,False,False,True,False,False,False,False,False,True,,0
N011,2025-07-10,ICU,Flex4,4,28.0,0 days 20:00:00,1 days 00:00:00,1,88,2.0,0,3,False,False,False,True,False,False,False,False,True,,0
N027,2025-07-11,A,Night,8,28.0,0 days 00:00:00,0 days 08:00:00,1,80,1.0,1,4,False,False,False,False,True,True,False,False,False,,0
N028,2025-07-11,A,Flex1,4,28.0,0 days 08:00:00,0 days 12:00:00,1,104,1.0,1,4,True,False,False,False,False,True,False,False,False,,0
N017,2025-07-11,A,Flex2,4,28.0,0 days 12:00:00,0 days 16:00:00,1,40,1.0,3,4,False,True,False,False,False,True,False,False,False,,0
N010,2025-07-11,A,Flex3,4,28.0,0 days 16:00:00,0 days 20:00:00,1,60,2.0,0,4,False,False,True,False,False,True,False,False,False,,0
N008,2025-07-11,A,Flex4,4,28.0,0 days 20:00:00,1 days 00:00:00,1,72,1.0,1,4,False,False,False,True,False,True,False,False,False,,0
N015,2025-07-11,B,Night,8,28.0,0 days 00:00:00,0 days 08:00:00,1,80,1.0,1,4,False,False,False,False,True,False,True,False,False,,0
N002,2025-07-11,B,Night,8,28.0,0 days 00:00:00,0 days 08:00:00,1,104,1.0,2,4,False,False,False,False,True,False,True,False,False,,0
N002,2025-07-11,B,Flex1,4,28.0,0 days 08:00:00,0 days 12:00:00,1,104,1.0,2,4,True,False,False,False,False,False,True,False,False,,0
N025,2025-07-11,B,Flex1,4,28.0,0 days 08:00:00,0 days 12:00:00,1,80,1.0,2,4,True,False,False,False,False,False,True,False,False,,0
N006,2025-07-11,B,Flex2,4,28.0,0 days 12:00:00,0 days 16:00:00,1,76,2.0,0,4,False,True,False,False,False,False,True,False,False,,0
N014,2025-07-11,B,Flex2,4,28.0,0 days 12:00:00,0 days 16:00:00,1,84,1.0,1,4,False,True,False,False,False,False,True,False,False,,0
N013,2025-07-11,B,Flex3,4,28.0,0 days 16:00:00,0 days 20:00:00,1,80,1.0,1,4,False,False,True,False,False,False,True,False,False,,0
N004,2025-07-11,B,Flex3,4,28.0,0 days 16:00:00,0 days 20:00:00,1,152,1.0,2,4,False,False,True,False,False,False,True,False,False,,0
N015,2025-07-11,B,Flex4,4,28.0,0 days 20:00:00,1 days 00:00:00,1,80,1.0,1,4,False,False,False,True,False,False,True,False,False,,0
N022,2025-07-11,B,Flex4,4,28.0,0 days 20:00:00,1 days 00:00:00,1,96,1.0,1,4,False,False,False,True,False,False,True,False,False,,0
N006,2025-07-11,C,Night,8,28.0,0 days 00:00:00,0 days 08:00:00,1,76,2.0,0,4,False,False,False,False,True,False,False,True,False,,0
N011,2025-07-11,C,Night,8,28.0,0 days 00:00:00,0 days 08:00:00,1,76,1.0,1,4,False,False,False,False,True,False,False,True,False,,0
N026,2025-07-11,C,Night,8,28.0,0 days 00:00:00,0 days 08:00:00,1,108,2.0,0,4,False,False,False,False,True,False,False,True,False,,0
N021,2025-07-11,C,Night,8,28.0,0 days 00:00:00,0 days 08:00:00,1,96,1.0,1,4,False,False,False,False,True,False,False,True,False,,0
N001,2025-07-11,C,Flex1,4,28.0,0 days 08:00:00,0 days 12:00:00,1,76,1.0,1,4,True,False,False,False,False,False,False,True,False,,0
N005,2025-07-11,C,Flex1,4,28.0,0 days 08:00:00,0 days 12:00:00,1,104,1.0,3,4,True,False,False,False,False,False,False,True,False,,0
N011,2025-07-11,C,Flex1,4,28.0,0 days 08:00:00,0 days 12:00:00,1,76,1.0,1,4,True,False,False,False,False,False,False,True,False,,0
N029,2025-07-11,C,Flex1,4,28.0,0 days 08:00:00,0 days 12:00:00,1,84,2.0,0,4,True,False,False,False,False,False,False,True,False,,0
N011,2025-07-11,C,Flex2,4,28.0,0 days 12:00:00,0 days 16:00:00,1,76,1.0,1,4,False,True,False,False,False,False,False,True,False,,0
N016,2025-07-11,C,Flex2,4,28.0,0 days 12:00:00,0 days 16:00:00,1,52,2.0,0,4,False,True,False,False,False,False,False,True,False,,0
N021,2025-07-11,C,Flex2,4,28.0,0 days 12:00:00,0 days 16:00:00,1,96,1.0,1,4,False,True,False,False,False,False,False,True,False,,0
N008,2025-07-11,C,Flex2,4,28.0,0 days 12:00:00,0 days 16:00:00,1,72,1.0,1,4,False,True,False,False,False,False,False,True,False,,0
N006,2025-07-11,C,Flex3,4,28.0,0 days 16:00:00,0 days 20:00:00,1,76,2.0,0,4,False,False,True,False,False,False,False,True,False,,0
N010,2025-07-11,C,Flex3,4,28.0,0 days 16:00:00,0 days 20:00:00,1,60,2.0,0,4,False,False,True,False,False,False,False,True,False,,0
N012,2025-07-11,C,Flex3,4,28.0,0 days 16:00:00,0 days 20:00:00,1,64,2.0,0,4,False,False,True,False,False,False,False,True,False,,0
N017,2025-07-11,C,Flex3,4,28.0,0 days 16:00:00,0 days 20:00:00,1,40,1.0,3,4,False,False,True,False,False,False,False,True,False,,0
N025,2025-07-11,C,Flex4,4,28.0,0 days 20:00:00,1 days 00:00:00,1,80,1.0,2,4,False,False,False,True,False,False,False,True,False,,0
N007,2025-07-11,C,Flex4,4,28.0,0 days 20:00:00,1 days 00:00:00,1,68,2.0,0,4,False,False,False,True,False,False,False,True,False,,0
N012,2025-07-11,C,Flex4,4,28.0,0 days 20:00:00,1 days 00:00:00,1,64,2.0,0,4,False,False,False,True,False,False,False,True,False,,0
N006,2025-07-11,C,Flex4,4,28.0,0 days 20:00:00,1 days 00:00:00,1,76,2.0,0,4,False,False,False,True,False,False,False,True,False,,0
N008,2025-07-11,ICU,Night,8,28.0,0 days 00:00:00,0 days 08:00:00,1,72,1.0,1,4,False,False,False,False,True,False,False,False,True,,0
N013,2025-07-11,ICU,Flex1,4,28.0,0 days 08:00:00,0 days 12:00:00,1,80,1.0,1,4,True,False,False,False,False,False,False,False,True,,0
N021,2025-07-11,ICU,Flex2,4,28.0,0 days 12:00:00,0 days 16:00:00,1,96,1.0,1,4,False,True,False,False,False,False,False,False,True,,0
N011,2025-07-11,ICU,Flex3,4,28.0,0 days 16:00:00,0 days 20:00:00,1,76,1.0,1,4,False,False,True,False,False,False,False,False,True,,0
N013,2025-07-11,ICU,Flex4,4,28.0,0 days 20:00:00,1 days 00:00:00,1,80,1.0,1,4,False,False,False,True,False,False,False,False,True,,0
N021,2025-07-12,A,Night,8,28.0,0 days 00:00:00,0 days 08:00:00,1,108,1.0,1,5,False,False,False,False,True,True,False,False,False,,0
N008,2025-07-12,A,Flex1,4,28.0,0 days 08:00:00,0 days 12:00:00,1,84,1.0,1,5,True,False,False,False,False,True,False,False,False,,0
N020,2025-07-12,A,Flex2,4,28.0,0 days 12:00:00,0 days 16:00:00,1,104,2.0,0,5,False,True,False,False,False,True,False,False,False,,0
N007,2025-07-12,A,Flex3,4,28.0,0 days 16:00:00,0 days 20:00:00,1,72,1.0,1,5,False,False,True,False,False,True,False,False,False,,0
N013,2025-07-12,A,Flex4,4,28.0,0 days 20:00:00,1 days 00:00:00,1,84,1.0,1,5,False,False,False,True,False,True,False,False,False,,0
N030,2025-07-12,B,Night,8,28.0,0 days 00:00:00,0 days 08:00:00,1,84,2.0,0,5,False,False,False,False,True,False,True,False,False,,0
N021,2025-07-12,B,Night,8,28.0,0 days 00:00:00,0 days 08:00:00,1,108,1.0,1,5,False,False,False,False,True,False,True,False,False,,0
N021,2025-07-12,B,Flex1,4,28.0,0 days 08:00:00,0 days 12:00:00,1,108,1.0,1,5,True,False,False,False,False,False,True,False,False,,0
N010,2025-07-12,B,Flex1,4,28.0,0 days 08:00:00,0 days 12:00:00,1,60,1.0,1,5,True,False,False,False,False,False,True,False,False,,0
N015,2025-07-12,B,Flex2,4,28.0,0 days 12:00:00,0 days 16:00:00,1,88,1.0,1,5,False,True,False,False,False,False,True,False,False,,0
N014,2025-07-12,B,Flex2,4,28.0,0 days 12:00:00,0 days 16:00:00,1,88,1.0,2,5,False,True,False,False,False,False,True,False,False,,0
N009,2025-07-12,B,Flex3,4,28.0,0 days 16:00:00,0 days 20:00:00,1,64,2.0,0,5,False,False,True,False,False,False,True,False,False,,0
N025,2025-07-12,B,Flex3,4,28.0,0 days 16:00:00,0 days 20:00:00,1,76,1.0,1,5,False,False,True,False,False,False,True,False,False,,0
N021,2025-07-12,B,Flex4,4,28.0,0 days 20:00:00,1 days 00:00:00,1,108,1.0,1,5,False,False,False,True,False,False,True,False,False,,0
N005,2025-07-12,B,Flex4,4,28.0,0 days 20:00:00,1 days 00:00:00,1,100,1.0,4,5,False,False,False,True,False,False,True,False,False,,0
N028,2025-07-12,C,Night,8,28.0,0 days 00:00:00,0 days 08:00:00,1,108,1.0,2,5,False,False,False,False,True,False,False,True,False,,0
N004,2025-07-12,C,Night,8,28.0,0 days 00:00:00,0 days 08:00:00,1,148,1.0,3,5,False,False,False,False,True,False,False,True,False,,0
N017,2025-07-12,C,Night,8,28.0,0 days 00:00:00,0 days 08:00:00,1,48,1.0,1,5,False,False,False,False,True,False,False,True,False,,0
N016,2025-07-12,C,Night,8,28.0,0 days 00:00:00,0 days 08:00:00,1,48,1.0,1,5,False,False,False,False,True,False,False,True,False,,0
N026,2025-07-12,C,Flex1,4,28.0,0 days 08:00:00,0 days 12:00:00,1,108,1.0,1,5,True,False,False,False,False,False,False,True,False,,0
N020,2025-07-12,C,Flex1,4,28.0,0 days 08:00:00,0 days 12:00:00,1,104,2.0,0,5,True,False,False,False,False,False,False,True,False,,0
N027,2025-07-12,C,Flex1,4,28.0,0 days 08:00:00,0 days 12:00:00,1,88,1.0,2,5,True,False,False,False,False,False,False,True,False,,0
N014,2025-07-12,C,Flex1,4,28.0,0 days 08:00:00,0 days 12:00:00,1,88,1.0,2,5,True,False,False,False,False,False,False,True,False,,0
N003,2025-07-12,C,Flex2,4,28.0,0 days 12:00:00,0 days 16:00:00,1,48,2.0,0,5,False,True,False,False,False,False,False,True,False,,0
N002,2025-07-12,C,Flex2,4,28.0,0 days 12:00:00,0 days 16:00:00,1,92,1.0,1,5,False,True,False,False,False,False,False,True,False,,0
N029,2025-07-12,C,Flex2,4,28.0,0 days 12:00:00,0 days 16:00:00,1,80,1.0,1,5,False,True,False,False,False,False,False,True,False,,0
N005,2025-07-12,C,Flex2,4,28.0,0 days 12:00:00,0 days 16:00:00,1,100,1.0,4,5,False,True,False,False,False,False,False,True,False,,0
N016,2025-07-12,C,Flex3,4,28.0,0 days 16:00:00,0 days 20:00:00,1,48,1.0,1,5,False,False,True,False,False,False,False,True,False,,0
N003,2025-07-12,C,Flex3,4,28.0,0 days 16:00:00,0 days 20:00:00,1,48,2.0,0,5,False,False,True,False,False,False,False,True,False,,0
N025,2025-07-12,C,Flex3,4,28.0,0 days 16:00:00,0 days 20:00:00,1,76,1.0,1,5,False,False,True,False,False,False,False,True,False,,0
N030,2025-07-12,C,Flex3,4,28.0,0 days 16:00:00,0 days 20:00:00,1,84,2.0,0,5,False,False,True,False,False,False,False,True,False,,0
N027,2025-07-12,C,Flex4,4,28.0,0 days 20:00:00,1 days 00:00:00,1,88,1.0,2,5,False,False,False,True,False,False,False,True,False,,0
N013,2025-07-12,C,Flex4,4,28.0,0 days 20:00:00,1 days 00:00:00,1,84,1.0,1,5,False,False,False,True,False,False,False,True,False,,0
N002,2025-07-12,C,Flex4,4,28.0,0 days 20:00:00,1 days 00:00:00,1,92,1.0,1,5,False,False,False,True,False,False,False,True,False,,0
N020,2025-07-12,C,Flex4,4,28.0,0 days 20:00:00,1 days 00:00:00,1,104,2.0,0,5,False,False,False,True,False,False,False,True,False,,0
N007,2025-07-12,ICU,Night,8,28.0,0 days 00:00:00,0 days 08:00:00,1,72,1.0,1,5,False,False,False,False,True,False,False,False,True,,0
N017,2025-07-12,ICU,Flex1,4,28.0,0 days 08:00:00,0 days 12:00:00,1,48,1.0,1,5,True,False,False,False,False,False,False,False,True,,0
N020,2025-07-12,ICU,Flex2,4,28.0,0 days 12:00:00,0 days 16:00:00,1,104,2.0,0,5,False,True,False,False,False,False,False,False,True,,0
N023,2025-07-12,ICU,Flex3,4,28.0,0 days 16:00:00,0 days 20:00:00,1,72,3.0,0,5,False,False,True,False,False,False,False,False,True,,0
N012,2025-07-12,ICU,Flex4,4,28.0,0 days 20:00:00,1 days 00:00:00,1,68,1.0,1,5,False,False,False,True,False,False,False,False,True,,0
N024,2025-07-13,A,Night,8,28.0,0 days 00:00:00,0 days 08:00:00,1,60,3.0,0,6,False,False,False,False,True,True,False,False,False,,0
N011,2025-07-13,A,Flex1,4,28.0,0 days 08:00:00,0 days 12:00:00,1,80,2.0,0,6,True,False,False,False,False,True,False,False,False,,0
N012,2025-07-13,A,Flex2,4,28.0,0 days 12:00:00,0 days 16:00:00,1,72,1.0,2,6,False,True,False,False,False,True,False,False,False,,0
N010,2025-07-13,A,Flex3,4,28.0,0 days 16:00:00,0 days 20:00:00,1,56,1.0,2,6,False,False,True,False,False,True,False,False,False,,0
N005,2025-07-13,A,Flex4,4,28.0,0 days 20:00:00,1 days 00:00:00,1,100,1.0,1,6,False,False,False,True,False,True,False,False,False,,0
N007,2025-07-13,B,Night,8,28.0,0 days 00:00:00,0 days 08:00:00,1,84,1.0,1,6,False,False,False,False,True,False,True,False,False,,0
N022,2025-07-13,B,Night,8,28.0,0 days 00:00:00,0 days 08:00:00,1,84,2.0,0,6,False,False,False,False,True,False,True,False,False,,0
N029,2025-07-13,B,Flex1,4,28.0,0 days 08:00:00,0 days 12:00:00,1,84,1.0,2,6,True,False,False,False,False,False,True,False,False,,0
N025,2025-07-13,B,Flex1,4,28.0,0 days 08:00:00,0 days 12:00:00,1,84,1.0,1,6,True,False,False,False,False,False,True,False,False,,0
N008,2025-07-13,B,Flex2,4,28.0,0 days 12:00:00,0 days 16:00:00,1,88,1.0,2,6,False,True,False,False,False,False,True,False,False,,0
N006,2025-07-13,B,Flex2,4,28.0,0 days 12:00:00,0 days 16:00:00,1,76,2.0,0,6,False,True,False,False,False,False,True,False,False,,0
N020,2025-07-13,B,Flex3,4,28.0,0 days 16:00:00,0 days 20:00:00,1,104,1.0,1,6,False,False,True,False,False,False,True,False,False,,0
N016,2025-07-13,B,Flex3,4,28.0,0 days 16:00:00,0 days 20:00:00,1,56,1.0,1,6,False,False,True,False,False,False,True,False,False,,0
N005,2025-07-13,B,Flex4,4,28.0,0 days 20:00:00,1 days 00:00:00,1,100,1.0,1,6,False,False,False,True,False,False,True,False,False,,0
N015,2025-07-13,B,Flex4,4,28.0,0 days 20:00:00,1 days 00:00:00,1,88,1.0,2,6,False,False,False,True,False,False,True,False,False,,0
N019,2025-07-13,C,Night,8,28.0,0 days 00:00:00,0 days 08:00:00,1,84,3.0,0,6,False,False,False,False,True,False,False,True,False,,0
N026,2025-07-13,C,Night,8,28.0,0 days 00:00:00,0 days 08:00:00,1,108,1.0,2,6,False,False,False,False,True,False,False,True,False,,0
N014,2025-07-13,C,Night,8,28.0,0 days 00:00:00,0 days 08:00:00,1,92,1.0,1,6,False,False,False,False,True,False,False,True,False,,0
N020,2025-07-13,C,Night,8,28.0,0 days 00:00:00,0 days 08:00:00,1,104,1.0,1,6,False,False,False,False,True,False,False,True,False,,0
N021,2025-07-13,C,Flex1,4,28.0,0 days 08:00:00,0 days 12:00:00,1,128,1.0,1,6,True,False,False,False,False,False,False,True,False,,0
N028,2025-07-13,C,Flex1,4,28.0,0 days 08:00:00,0 days 12:00:00,1,116,1.0,3,6,True,False,False,False,False,False,False,True,False,,0
N018,2025-07-13,C,Flex1,4,28.0,0 days 08:00:00,0 days 12:00:00,1,64,4.0,0,6,True,False,False,False,False,False,False,True,False,,0
N020,2025-07-13,C,Flex1,4,28.0,0 days 08:00:00,0 days 12:00:00,1,104,1.0,1,6,True,False,False,False,False,False,False,True,False,,0
N026,2025-07-13,C,Flex2,4,28.0,0 days 12:00:00,0 days 16:00:00,1,108,1.0,2,6,False,True,False,False,False,False,False,True,False,,0
N014,2025-07-13,C,Flex2,4,28.0,0 days 12:00:00,0 days 16:00:00,1,92,1.0,1,6,False,True,False,False,False,False,False,True,False,,0
N023,2025-07-13,C,Flex2,4,28.0,0 days 12:00:00,0 days 16:00:00,1,64,1.0,1,6,False,True,False,False,False,False,False,True,False,,0
N017,2025-07-13,C,Flex2,4,28.0,0 days 12:00:00,0 days 16:00:00,1,56,1.0,1,6,False,True,False,False,False,False,False,True,False,,0
N011,2025-07-13,C,Flex3,4,28.0,0 days 16:00:00,0 days 20:00:00,1,80,2.0,0,6,False,False,True,False,False,False,False,True,False,,0
N002,2025-07-13,C,Flex3,4,28.0,0 days 16:00:00,0 days 20:00:00,1,92,1.0,1,6,False,False,True,False,False,False,False,True,False,,0
N009,2025-07-13,C,Flex3,4,28.0,0 days 16:00:00,0 days 20:00:00,1,56,1.0,1,6,False,False,True,False,False,False,False,True,False,,0
N005,2025-07-13,C,Flex3,4,28.0,0 days 16:00:00,0 days 20:00:00,1,100,1.0,1,6,False,False,True,False,False,False,False,True,False,,0
N002,2025-07-13,C,Flex4,4,28.0,0 days 20:00:00,1 days 00:00:00,1,92,1.0,1,6,False,False,False,True,False,False,False,True,False,,0
N030,2025-07-13,C,Flex4,4,28.0,0 days 20:00:00,1 days 00:00:00,1,92,1.0,1,6,False,False,False,True,False,False,False,True,False,,0
N018,2025-07-13,C,Flex4,4,28.0,0 days 20:00:00,1 days 00:00:00,1,64,4.0,0,6,False,False,False,True,False,False,False,True,False,,0
N016,2025-07-13,C,Flex4,4,28.0,0 days 20:00:00,1 days 00:00:00,1,56,1.0,1,6,False,False,False,True,False,False,False,True,False,,0
N028,2025-07-13,ICU,Night,8,28.0,0 days 00:00:00,0 days 08:00:00,1,116,1.0,3,6,False,False,False,False,True,False,False,False,True,,0
N004,2025-07-13,ICU,Flex1,4,28.0,0 days 08:00:00,0 days 12:00:00,1,144,1.0,4,6,True,False,False,False,False,False,False,False,True,,0
N003,2025-07-13,ICU,Flex2,4,28.0,0 days 12:00:00,0 days 16:00:00,1,48,1.0,1,6,False,True,False,False,False,False,False,False,True,,0
N008,2025-07-13,ICU,Flex3,4,28.0,0 days 16:00:00,0 days 20:00:00,1,88,1.0,2,6,False,False,True,False,False,False,False,False,True,,0
N009,2025-07-13,ICU,Flex4,4,28.0,0 days 20:00:00,1 days 00:00:00,1,56,1.0,1,6,False,False,False,True,False,False,False,False,True,,0
N008,2025-07-14,A,Night,8,29.0,0 days 00:00:00,0 days 08:00:00,1,84,1.0,1,0,False,False,False,False,True,True,False,False,False,,0
N002,2025-07-14,A,Flex1,4,29.0,0 days 08:00:00,0 days 12:00:00,1,100,1.0,1,0,True,False,False,False,False,True,False,False,False,,0
N012,2025-07-14,A,Flex2,4,29.0,0 days 12:00:00,0 days 16:00:00,1,64,1.0,3,0,False,True,False,False,False,True,False,False,False,,0
N018,2025-07-14,A,Flex3,4,29.0,0 days 16:00:00,0 days 20:00:00,1,64,1.0,1,0,False,False,True,False,False,True,False,False,False,,0
N013,2025-07-14,A,Flex4,4,29.0,0 days 20:00:00,1 days 00:00:00,1,88,2.0,0,0,False,False,False,True,False,True,False,False,False,,0
N028,2025-07-14,B,Night,8,29.0,0 days 00:00:00,0 days 08:00:00,1,128,1.0,1,0,False,False,False,False,True,False,True,False,False,,0
N026,2025-07-14,B,Night,8,29.0,0 days 00:00:00,0 days 08:00:00,1,112,1.0,1,0,False,False,False,False,True,False,True,False,False,,0
N018,2025-07-14,B,Flex1,4,29.0,0 days 08:00:00,0 days 12:00:00,1,64,1.0,1,0,True,False,False,False,False,False,True,False,False,,0
N027,2025-07-14,B,Flex1,4,29.0,0 days 08:00:00,0 days 12:00:00,1,64,2.0,0,0,True,False,False,False,False,False,True,False,False,,0
N004,2025-07-14,B,Flex2,4,29.0,0 days 12:00:00,0 days 16:00:00,1,144,1.0,5,0,False,True,False,False,False,False,True,False,False,,0
N015,2025-07-14,B,Flex2,4,29.0,0 days 12:00:00,0 days 16:00:00,1,92,1.0,3,0,False,True,False,False,False,False,True,False,False,,0
N016,2025-07-14,B,Flex3,4,29.0,0 days 16:00:00,0 days 20:00:00,1,64,1.0,1,0,False,False,True,False,False,False,True,False,False,,0
N028,2025-07-14,B,Flex3,4,29.0,0 days 16:00:00,0 days 20:00:00,1,128,1.0,1,0,False,False,True,False,False,False,True,False,False,,0
N015,2025-07-14,B,Flex4,4,29.0,0 days 20:00:00,1 days 00:00:00,1,92,1.0,3,0,False,False,False,True,False,False,True,False,False,,0
N007,2025-07-14,B,Flex4,4,29.0,0 days 20:00:00,1 days 00:00:00,1,80,1.0,2,0,False,False,False,True,False,False,True,False,False,,0
N025,2025-07-14,C,Night,8,29.0,0 days 00:00:00,0 days 08:00:00,1,80,1.0,2,0,False,False,False,False,True,False,False,True,False,,0
N030,2025-07-14,C,Night,8,29.0,0 days 00:00:00,0 days 08:00:00,1,92,1.0,2,0,False,False,False,False,True,False,False,True,False,,0
N020,2025-07-14,C,Night,8,29.0,0 days 00:00:00,0 days 08:00:00,1,116,1.0,1,0,False,False,False,False,True,False,False,True,False,,0
N009,2025-07-14,C,Night,8,29.0,0 days 00:00:00,0 days 08:00:00,1,64,1.0,1,0,False,False,False,False,True,False,False,True,False,,0
N029,2025-07-14,C,Flex1,4,29.0,0 days 08:00:00,0 days 12:00:00,1,80,1.0,3,0,True,False,False,False,False,False,False,True,False,,0
N024,2025-07-14,C,Flex1,4,29.0,0 days 08:00:00,0 days 12:00:00,1,64,1.0,1,0,True,False,False,False,False,False,False,True,False,,0
N028,2025-07-14,C,Flex1,4,29.0,0 days 08:00:00,0 days 12:00:00,1,128,1.0,1,0,True,False,False,False,False,False,False,True,False,,0
N005,2025-07-14,C,Flex1,4,29.0,0 days 08:00:00,0 days 12:00:00,1,92,1.0,1,0,True,False,False,False,False,False,False,True,False,,0
N007,2025-07-14,C,Flex2,4,29.0,0 days 12:00:00,0 days 16:00:00,1,80,1.0,2,0,False,True,False,False,False,False,False,True,False,,0
N026,2025-07-14,C,Flex2,4,29.0,0 days 12:00:00,0 days 16:00:00,1,112,1.0,1,0,False,True,False,False,False,False,False,True,False,,0
N019,2025-07-14,C,Flex2,4,29.0,0 days 12:00:00,0 days 16:00:00,1,88,1.0,1,0,False,True,False,False,False,False,False,True,False,,0
N029,2025-07-14,C,Flex2,4,29.0,0 days 12:00:00,0 days 16:00:00,1,80,1.0,3,0,False,True,False,False,False,False,False,True,False,,0
N018,2025-07-14,C,Flex3,4,29.0,0 days 16:00:00,0 days 20:00:00,1,64,1.0,1,0,False,False,True,False,False,False,False,True,False,,0
N012,2025-07-14,C,Flex3,4,29.0,0 days 16:00:00,0 days 20:00:00,1,64,1.0,3,0,False,False,True,False,False,False,False,True,False,,0
N017,2025-07-14,C,Flex3,4,29.0,0 days 16:00:00,0 days 20:00:00,1,56,1.0,2,0,False,False,True,False,False,False,False,True,False,,0
N003,2025-07-14,C,Flex3,4,29.0,0 days 16:00:00,0 days 20:00:00,1,44,1.0,2,0,False,False,True,False,False,False,False,True,False,,0
N008,2025-07-14,C,Flex4,4,29.0,0 days 20:00:00,1 days 00:00:00,1,84,1.0,1,0,False,False,False,True,False,False,False,True,False,,0
N022,2025-07-14,C,Flex4,4,29.0,0 days 20:00:00,1 days 00:00:00,1,88,1.0,1,0,False,False,False,True,False,False,False,True,False,,0
N027,2025-07-14,C,Flex4,4,29.0,0 days 20:00:00,1 days 00:00:00,1,64,2.0,0,0,False,False,False,True,False,False,False,True,False,,0
N023,2025-07-14,C,Flex4,4,29.0,0 days 20:00:00,1 days 00:00:00,1,60,1.0,2,0,False,False,False,True,False,False,False,True,False,,0
N004,2025-07-14,ICU,Night,8,29.0,0 days 00:00:00,0 days 08:00:00,1,144,1.0,5,0,False,False,False,False,True,False,False,False,True,,0
N014,2025-07-14,ICU,Flex1,4,29.0,0 days 08:00:00,0 days 12:00:00,1,92,1.0,1,0,True,False,False,False,False,False,False,False,True,,0
N002,2025-07-14,ICU,Flex2,4,29.0,0 days 12:00:00,0 days 16:00:00,1,100,1.0,1,0,False,True,False,False,False,False,False,False,True,,0
N013,2025-07-14,ICU,Flex3,4,29.0,0 days 16:00:00,0 days 20:00:00,1,88,2.0,0,0,False,False,True,False,False,False,False,False,True,,0
N001,2025-07-14,ICU,Flex4,4,29.0,0 days 20:00:00,1 days 00:00:00,1,64,3.0,0,0,False,False,False,True,False,False,False,False,True,,0
N011,2025-07-15,A,Night,8,29.0,0 days 00:00:00,0 days 08:00:00,1,72,2.0,0,1,False,False,False,False,True,True,False,False,False,,0
N022,2025-07-15,A,Flex1,4,29.0,0 days 08:00:00,0 days 12:00:00,1,68,1.0,2,1,True,False,False,False,False,True,False,False,False,,0
N017,2025-07-15,A,Flex2,4,29.0,0 days 12:00:00,0 days 16:00:00,1,60,1.0,3,1,False,True,False,False,False,True,False,False,False,,0
N008,2025-07-15,A,Flex3,4,29.0,0 days 16:00:00,0 days 20:00:00,1,96,1.0,1,1,False,False,True,False,False,True,False,False,False,,0
N009,2025-07-15,A,Flex4,4,29.0,0 days 20:00:00,1 days 00:00:00,1,64,1.0,2,1,False,False,False,True,False,True,False,False,False,,0
N010,2025-07-15,B,Night,8,29.0,0 days 00:00:00,0 days 08:00:00,1,52,2.0,0,1,False,False,False,False,True,False,True,False,False,,0
N022,2025-07-15,B,Night,8,29.0,0 days 00:00:00,0 days 08:00:00,1,68,1.0,2,1,False,False,False,False,True,False,True,False,False,,0
N008,2025-07-15,B,Flex1,4,29.0,0 days 08:00:00,0 days 12:00:00,1,96,1.0,1,1,True,False,False,False,False,False,True,False,False,,0
N021,2025-07-15,B,Flex1,4,29.0,0 days 08:00:00,0 days 12:00:00,1,124,2.0,0,1,True,False,False,False,False,False,True,False,False,,0
N020,2025-07-15,B,Flex2,4,29.0,0 days 12:00:00,0 days 16:00:00,1,116,1.0,2,1,False,True,False,False,False,False,True,False,False,,0
N015,2025-07-15,B,Flex2,4,29.0,0 days 12:00:00,0 days 16:00:00,1,100,1.0,1,1,False,True,False,False,False,False,True,False,False,,0
N027,2025-07-15,B,Flex3,4,29.0,0 days 16:00:00,0 days 20:00:00,1,72,1.0,1,1,False,False,True,False,False,False,True,False,False,,0
N010,2025-07-15,B,Flex3,4,29.0,0 days 16:00:00,0 days 20:00:00,1,52,2.0,0,1,False,False,True,False,False,False,True,False,False,,0
N020,2025-07-15,B,Flex4,4,29.0,0 days 20:00:00,1 days 00:00:00,1,116,1.0,2,1,False,False,False,True,False,False,True,False,False,,0
N017,2025-07-15,B,Flex4,4,29.0,0 days 20:00:00,1 days 00:00:00,1,60,1.0,3,1,False,False,False,True,False,False,True,False,False,,0
N001,2025-07-15,C,Night,8,29.0,0 days 00:00:00,0 days 08:00:00,1,64,1.0,1,1,False,False,False,False,True,False,False,True,False,,0
