nurse_id,date,preferred_shift,preferred_ward,duration_hours,start_time,end_time
N038,2025-09-10,Flex6,A,12,07:00,19:00
N038,2025-09-11,Night,ICU,12,20:00,08:00
N038,2025-09-12,PM,C,8,15:00,23:00
N038,2025-09-13,Flex6,ICU,12,07:00,19:00
N038,2025-09-14,Flex3,ICU,6,09:00,15:00
N038,2025-09-15,Flex1,ICU,4,07:00,11:00
N038,2025-09-16,Flex2,C,5,10:00,15:00
N038,2025-09-17,AM,C,8,07:00,15:00
N038,2025-09-18,Flex6,B,12,07:00,19:00
N038,2025-09-19,Flex2,A,5,10:00,15:00
N038,2025-09-20,Flex5,C,8,07:00,15:00
N038,2025-09-21,Flex6,C,12,07:00,19:00
N038,2025-09-22,Flex1,A,4,07:00,11:00
N038,2025-09-23,Flex5,ICU,8,07:00,15:00
N038,2025-09-24,Flex1,B,4,07:00,11:00
N038,2025-09-25,Flex6,C,12,07:00,19:00
N038,2025-09-26,Flex4,A,7,12:00,19:00
N038,2025-09-27,Night,C,12,20:00,08:00
N038,2025-09-28,Flex3,ICU,6,09:00,15:00
N038,2025-09-29,AM,C,8,07:00,15:00
N038,2025-09-30,Flex6,B,12,07:00,19:00
N038,2025-10-01,Flex5,A,8,07:00,15:00
N038,2025-10-02,PM,C,8,15:00,23:00
N038,2025-10-03,PM,B,8,15:00,23:00
N038,2025-10-04,Flex2,C,5,10:00,15:00
N038,2025-10-05,Flex2,B,5,10:00,15:00
N039,2025-09-08,Flex4,A,7,12:00,19:00
N039,2025-09-09,Flex3,C,6,09:00,15:00
N039,2025-09-10,PM,A,8,15:00,23:00
N039,2025-09-11,Flex1,C,4,07:00,11:00
N039,2025-09-12,PM,ICU,8,15:00,23:00
N039,2025-09-13,PM,C,8,15:00,23:00
N039,2025-09-14,Flex3,A,6,09:00,15:00
N039,2025-09-15,Flex4,C,7,12:00,19:00
N039,2025-09-16,PM,B,8,15:00,23:00
N039,2025-09-17,Flex1,C,4,07:00,11:00
N039,2025-09-18,Flex4,ICU,7,12:00,19:00
N039,2025-09-19,Flex2,B,5,10:00,15:00
N039,2025-09-20,Flex2,B,5,10:00,15:00
N039,2025-09-21,Flex2,B,5,10:00,15:00
N039,2025-09-22,Flex5,C,8,07:00,15:00
N039,2025-09-23,Flex1,C,4,07:00,11:00
N039,2025-09-24,Flex4,C,7,12:00,19:00
N039,2025-09-25,Flex2,A,5,10:00,15:00
N039,2025-09-26,Flex6,B,12,07:00,19:00
N039,2025-09-27,Flex1,ICU,4,07:00,11:00
N039,2025-09-28,Flex6,ICU,12,07:00,19:00
N039,2025-09-29,Flex5,B,8,07:00,15:00
N039,2025-09-30,PM,A,8,15:00,23:00
N039,2025-10-01,Flex3,B,6,09:00,15:00
N039,2025-10-02,Flex4,A,7,12:00,19:00
N039,2025-10-03,Flex1,ICU,4,07:00,11:00
N039,2025-10-04,Flex4,B,7,12:00,19:00
N039,2025-10-05,Flex3,B,6,09:00,15:00
N040,2025-09-08,Flex2,ICU,5,10:00,15:00
N040,2025-09-09,Flex3,C,6,09:00,15:00
N040,2025-09-10,Flex3,C,6,09:00,15:00
N040,2025-09-11,Flex2,ICU,5,10:00,15:00
N040,2025-09-12,Flex5,ICU,8,07:00,15:00
N040,2025-09-13,Flex6,C,12,07:00,19:00
N040,2025-09-14,Flex5,B,8,07:00,15:00
N040,2025-09-15,PM,B,8,15:00,23:00
N040,2025-09-16,Flex4,C,7,12:00,19:00
N040,2025-09-17,AM,B,8,07:00,15:00
N040,2025-09-18,Night,B,12,20:00,08:00
N040,2025-09-19,Flex3,C,6,09:00,15:00
N040,2025-09-20,PM,B,8,15:00,23:00
N040,2025-09-21,Flex2,ICU,5,10:00,15:00
N040,2025-09-22,Flex6,C,12,07:00,19:00
N040,2025-09-23,Flex2,C,5,10:00,15:00
N040,2025-09-24,Night,C,12,20:00,08:00
N040,2025-09-25,Flex6,B,12,07:00,19:00
N040,2025-09-26,PM,C,8,15:00,23:00
N040,2025-09-27,AM,A,8,07:00,15:00
N040,2025-09-28,Flex2,A,5,10:00,15:00
N040,2025-09-29,Flex3,ICU,6,09:00,15:00
N040,2025-09-30,Flex1,ICU,4,07:00,11:00
N040,2025-10-01,Night,B,12,20:00,08:00
N040,2025-10-02,Flex3,C,6,09:00,15:00
N040,2025-10-03,Flex2,A,5,10:00,15:00
N040,2025-10-04,Flex4,ICU,7,12:00,19:00
N040,2025-10-05,AM,A,8,07:00,15:00
